id,Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
4733522,3/8/2014,1,N,N,B,U,U,NA,NA,1,L,M,Houston Police Department,Officer was asked for assistance by an unknown black male.  As they were walking toward a vehicle another black male joined them and both males began stringing the officer with hands and feet.  Officer drew and fired weapon. Both suspects fled after discharge. No one belived to be shot.,Houston,"Victims armed with ""physical force."" Officer off-duty. NO HTIS"
2948840,NA,1,N,U,B,U,U,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NO HITS
1798407,NA,1,N,U,L,U,U,NA,NA,1,W,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
1454737,NA,1,N,N,U,U,U,Violence Reduction,NA,2,NA,M;U,San Francisco Police Department,"On April 21, 2010 at approximately 22:49 hours, plain clothes officers assigned to Violence Reduction in the Bayview District attempted to make contact with occupants of a parked vehicle on Reardon Road. The vehicle fled and drove at one of the officers. The officer discharged his firearm at the driver, who fled the scene.",San Francisco,plain clothes
2782545,7/4/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
220343,NA,1,F,NA,L,M,U,NA,NA,2,U,M;M,San Jose Police Department,NA,SanJose,NA
2346204,12/5/2012,1,F,N,U,M,42,Traffic stop for suspected involved in grand theft investigation,NA,4,NA,M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,NA
2267893,NA,1,N,U,B,U,U,NA,NA,1,W,M,Indianapolis Metro Police Department,NA,Indianapolis,NA
326370,10/7/2014,1,N,Y,L,M,33,Traffic stop,5,2,W;H,M;M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2014/OIS_2014_166059-2014.pdf,Dallas,NO HITS
1967075,7/12/2013,1,F,Y,U,M,20,Bulletin indicating victim had firearm,>/=4,2,W;W,M;M,Boston Police Department,Dookhran shot at Teahan and Lenane and another officer after a foot chase. Officers fired after Lenane was shot in the arm. Cops were unmarked cruiser. All in plain clothes.,Boston,Closed; plainclothes; unmarked car
2499652,NA,1,N,Y,U,M,U,Traffic,NA,2,U,U,Philadelphia Police Department,"On Wednesday, June 25, 2014, at approximately 9:21 PM, uniformed officers, in a marked police vehicle, stopped a vehicle for traffic violations in the 100 block of W. Champlost Street. The vehicle was occupied by two males. As a result of the driver acting nervous, the officers asked him to step out of the vehicle for further investigation. While conducting the investigation, the offender told the officers that he had a firearm. The officers then attempted to secure the offender as he attempted to flee. One of the officers grabbed the offender, at which time he proceeded to draw his firearm. At that point, both officers drew their weapons and discharged them, striking the offender. The offender threw his firearm and fell to the ground. The offender was transported to Albert Einstein Medical Center for treatment. A .380 semi-automatic pistol, loaded with eight live rounds, was recovered at the scene. There were no other injuries as a result of this incident.",Philadelphia,NA
2329118,10/2/2012,1,F,N,B,M,20,"Suspicious persons, possible burgulary",4,1,W,M,Memphis Police Department,Closed 9/26/2012;Three black males were observed brekaing into an apartment and the property manager called Officer Frank Amato. Officers Drewry and Davidson were on patrol and arrived quickly. Two of the suspects ran into a purple vehicle. Ofc. Davidson blocked the vehicle with his squad car and got out of the car with weapons drawn. The suspects backed up and then drove forward. Davidson was pinned between the vehicles and fired shots. The car attemted to speed away again and crashed in a sitch. The passenger was taken into custody. The driver (McCraven) was taken out of the car and pronounced DOA on the scene at 8:19. The use of deadly force was ruled justified.,Memphis,"""Between 4 and 6"" shots"
4919396,12/1/2014,1,N,N,U,U,U,Assaulting officer; car accident,1,1,NA,F,San Francisco Police Department,"At approximately 00:11 hours on the morning of Sunday, January 12, 2014, an off-duty sergeant was involved in a traffic collision near the Caesar Chavez Street exit from 280. The drivers of the vehicles stopped at a gas station at Bayshore Blvd. and Jerrold Avenue. The driver of the second vehicle became agitated and physically assaulted the sergeant, striking her. The sergeant fired once. The suspect was grazed and retreated. He was arrested at the scene. I",San Francisco,off-duty
1107235,8/10/2015,1,N,Y,U,U,U,NA,NA,1,W,M,Houston Police Department,"Off duty HPD officer noticed a vehicle following him while driving home.  Once at his house, the suspect jumped out of his vehicle with a gun and the officer shot the suspect twice.  Three additional suspects were arrested by responding officers while the other was transported to the hospital.  The officer was uninjured.",Houston,Officer off-duty. Victim was a juvenile.
4719593,NA,1,F,N,U,M,25,NA,NA,1,NA,M,Miami-Dade Police Department,NA,MiamiDade,armed with knife
4729424,NA,1,F,N,L,M,28,NA,9;9;1,3,U,U,New York Police Department,"On March 26, at 0002 hours, in the confines of the 40th Precinct, three officers had occasion to discharge their firearms at an individual who was aggressively attempting to run them and other officers down with a vehicle, and had already injured civilians while doing so. A short time prior, two plainclothes officers had observed a sports utility vehicle with defective equipment and had attempted to stop the driver. After refusing to pull over, the male Hispanic driver fled, running red lights and driving on sidewalks as he did so. Other officers, included uniformed officers in marked vehicles, joined the pursuit. The subject attempted to enter an expressway, but was blocked by traffic, and began to use his vehicle to ram other occupied cars. Several officers exited their vehicles and approached the subject, who continued to crash his SUV into the automobiles blocking his path, injuring civilians, and also attempted to run over the officers. Three officers discharged their weapons, striking the subject and causing his demise. A passenger in the SUV was unhurt. The subject, who had controlled substances in his system at the time of his death, had a long felony history, including arrests for assault and weapons possession, and had served nine years in prison. At the time of the incident, there was a warrant for the subject’s arrest.",New York,VEHICLE
200067,11/5/2012,1,N,U,B,M,U,NA,NA,1,H,M,Los Angeles Police Department,NA,LosAngeles,Hit
698225,NA,1,N,Y,U,U,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 7/15/10, at approximately 8:38 P.M., uniformed officers stopped a van in the 3000 block of N. Water Street based on information from Police Radio that the occupants were armed with weapons. As the officers exited their patrol vehicle, two offenders armed with assault rifles exited the van. One of the offenders fired his assault rifle, striking one of the officers. Both officers returned fire at the armed offenders, both of whom fled on foot, eluding apprehension. Responding officers searched the area and recovered two rifles and one 9 MM semi-automatic pistol. Two 7.62 caliber rifles, one loaded with one live round and one loaded with fifty-two live rounds. The 9 MM semi-automatic pistol was loaded with twenty-six live rounds. In addition, recovered from inside the van were two additional rifles, one .223 caliber rifle, loaded with eight live rounds, and one 9MM rifle loaded with thirty six live rounds and two 9 MM semi-automatic pistols, one loaded with thirty-one rounds and one loaded with thirty-five rounds and one .40 caliber pistol loaded with forty-three round",Philadelphia,NA
3883031,NA,1,N,U,W,U,U,call for service,NA,1,B,M,New Orleans Police Department,NA,NewOrleans,NA
1067107,12/8/2015,1,N,Y,U,U,U,NA,4,1,U,U,Atlanta Police Department,NA,Atlanta,4
3259104,8/8/2012,1,N,N,U,U,U,Burglary,NA,1,NA,M,St. Louis Metro Police Department,NA,St. Louis,NA
1771531,NA,1,F,Y,B,M,28,NA,NA,1,W,M,Houston Police Department,An armed suspect approached three undercover officers and attempted to rob them. The officers were able to produce their weapons and shoot the suspect.,Houston,NA
3053308,NA,1,F,Y,B,M,34,Carjacking;Sexual Assault;Kidnapping,46,5,B;W;W;W;W,M;M;M;M;M,Memphis Police Department,"Officers were called to follow a carjacked van. The suspect ran into a conveience store at 680 Bellevue. The suspect pointed a B handgun directly at Officer Cowan and the other pursuing officers. Ofc. Cowans heard shots fired and fired twice. Jonathan Gross says he told the suspect to drop his weapon and then fired 10 shots. Ofc. Kiehl pursued the suspect on foot to the convience store, the syuspect fired oen shot at another office, and Kiehl fired until the victim fell to the ground. Welch had also pursued on foot, saw the suspect turn his gun on the officers, dropped to the kneeling position and fired several times, striking  the suspect in his chest. 9 other officers alsp pursued the suspect, one being assaulted. However, only 7 were present at the scene and only 5 fired shots.",Memphis,7 officers total on the scene;Victim armed with handgun;Ofc jenkins fired one round;Ofc. McDaniel fired one round;Ofc. Parnell fired six rounds;Ofc. Suarez fired six rounds;Suspect fired one round
2484518,NA,1,F,N,B,M,42,Shoplifting,1,2,B;B,M;F,Memphis Police Department,"Ruled justified;Ofc. Dickson and his partner, Ofc. Washington, were on routine patrol at 3950 Auston Peay (Wal-Mart). Ofc. Dickson was notified by off-duty security, Ofc. K. Houston of a possible shoplifting suspect. Ofc. Houston walked into the parking lot where the possible susoect (George Golden) was located. Ofc. Dickson got into his mared squad car where his partner was and notified her of the events. Mr. Golden and Ofc. Houston engaged in a fight and Officers Dickson and Washington went to assist her. Mr. Golden would not comply with officers' commands and a foot pursuit occurred. During this encounter, Ofc. Dickson shot Golden once. After the shooting, Mr. Golden continued to resist as the played him in handcuffs. Video evidence later showed that Ofc. Houston kicked Golden during attemts to handcuff him.",Memphis,shot in chest
4589764,3/3/2014,1,N,U,U,U,U,NA,NA,NA,NA,U,Las Vegas Metropolitan Police Department,NA,LasVegas,"ALL INFO MISSING, NO LINKS"
2603587,NA,1,N,U,U,U,U,NA,3,1,B,M,City of Miami Police Department,NA,City of Miami,NA
751067,NA,1,N,Y,B,M,50,Weapons disturbance,NA,1,H,M,San Antonio Police Department,NA,San Antonio,NA
1038283,12/1/2014,1,N,Y,B,M,UNKNOWN,Warrants,>1,2,W;A/PI,M;M,Charlotte-Mecklenburg Police Department,"officers were attempting to serve a warrant on a M subject that was known to be armed. During the course of serving the warrant, the individual came out of the residence and fired several shots at officers. officer 1 and officer 2 both returned fire, striking the individual. The individual attempted to flee on foot and was located a short distance away without further incident.",CharlotteMecklenburg,NA
2683159,7/8/1905,1,U,U,U,U,U,NA,NA,3,W;L;W,M;M;M,Tampa Police Department,NA,Tampa,"Employee ID: 44943, 47846, 49610"
4592342,NA,1,N,N,L,M,29,NA,NA,2,W;W,M;M,Houston Police Department,An armed domestic violence suspect ran from the scene when the officers arrived. The suspect shot at the officers multiple times as they attempted to contain him within a confined area.  The suspect raised his weapon to fire on the officers again when he shot multiple times.,Houston,NA
4960756,2/12/2010,1,F,N,W,M,31,Unknown,NA,2,H;H,M;M,San Antonio Police Department,NA,San Antonio,NA
3661554,NA,1,N,N,B,M,35,Suspicious activity / patrol,NA,1,W,M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
950569,11/12/2011,1,N,NA,W,M,15,NA,NA,2,W;W,M;M,Columbus Police Department,"Mr. Mullins was shot one time with a shotgun round in the lower left leg, which broke the leg.",Columbus,"Shooting, non-fatal"
1825827,7/3/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
3663069,8/7/2013,1,N,Y,L,M,U,NA,NA,2,W;H,M;M,Los Angeles Police Department,"Los Angeles Police Department West Valley police officers responding to a ˜Robbery in Progress results in an officer-involved shooting. On Tuesday, July 8, 2013, around 4:25 p.m., officers responded to the 7300 block of Reseda Boulevard. Upon their arrival officers were advised that the suspects had fled the location in a black sport utility vehicle. The LAPD Air Unit responded and directed the officers to a black Cadillac Escalade, fleeing the location. A pursuit was initiated when the Escalade failed to stop. As the officers pursued the Escalade westbound on Ingomar Street, it stopped at Tampa Avenue. The suspect later identified as Kirkham Gastelum exited the vehicle from the passenger seat and fired numerous rounds at officers as they were pulling up in their police vehicle. An officer involved shooting ensued. The black Escalade continued northbound on Tampa Avenue. The suspect, Gastelum also ran from the location northbound on Tampa Avenue. As officers tracked Gastelum in their police vehicle, Gastelum pointed his firearm back at the officers. The officers re-engaged Gastelum. Gastelum ran to the rear of 7822 Tampa Avenue. A perimeter was set-up and LAPD Metropolitan Division officers responded. The suspect was taken into custody after a K-9 contact to the rear of 7816 Tampa Avenue. Los Angeles Fire Department responded and transported the suspect Gatelum to a local hospital where he was treated for a gunshot wound and K-9 contact. The suspect was medically cleared and booked. The driver of the Escalade, suspect Tyler Gibson was taken into custody without incident after he was involved in a traffic collision on Tampa Avenue and Strathern Street.",LosAngeles,NA
